Entrez,Symbol,Synonyms
758,MPPED1,239AB|C22orf1|FAM1A
759,CA1,CA-I|CAB|Car1|HEL-S-11
760,CA2,CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282
761,CA3,CAIII|Car3
762,CA4,CAIV|Car4|RP17
763,CA5A,CA5|CA5AD|CAV|CAVA|GS1-21A4.1
765,CA6,CA-VI|GUSTIN
766,CA7,CAVII
767,CA8,CA-RP|CA-VIII|CALS|CAMRQ3|CARP
768,CA9,CAIX|MN
770,CA11,CARPX1
771,CA12,CA-XII|CAXII|HsT18816|T18816
773,CACNA1A,APCA|BI|CACNL1A4|CAV2.1|EA2|EIEE42|FHM|HPCA|MHP|MHP1|SCA6
774,CACNA1B,BIII|CACNL1A5|CACNN|Cav2.2|DYT23
775,CACNA1C,CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS
776,CACNA1D,CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD
777,CACNA1E,BII|CACH6|CACNL1A6|Cav2.3|gm139
778,CACNA1F,AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2
779,CACNA1S,CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP
780,DDR1,CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE
781,CACNA2D1,CACNA2|CACNL2A|CCHL2A|LINC01112|lncRNA-N3
782,CACNB1,CAB1|CACNLB1|CCHLB1
783,CACNB2,CACNLB2|CAVB2|MYSB
784,CACNB3,CAB3|CACNLB3
785,CACNB4,CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6
786,CACNG1,CACNLG
788,SLC25A20,CAC|CACT
790,CAD,CDG1Z|EIEE50|GATD4
793,CALB1,CALB|D-28K
794,CALB2,CAB29|CAL2|CR
795,S100G,CABP|CABP1|CABP9K|CALB3
796,CALCA,CALC1|CGRP|CGRP-I|CGRP1|CT|KC|PCT
797,CALCB,CALC2|CGRP-II|CGRP2
799,CALCR,CRT|CT-R|CTR|CTR1
800,CALD1,CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22
801,CALM1,CALML2|CAMI|CPVT4|DD132|LQT14|PHKD|caM
805,CALM2,CAMII|LQT15|PHKD|PHKD2|caM
808,CALM3,CaM|CaMIII|HEL-S-72|PHKD|PHKD3
810,CALML3,CLP
811,CALR,CRT|HEL-S-99n|RO|SSA|cC1qR
813,CALU,-
814,CAMK4,CaMK IV|CaMK-GR|caMK
815,CAMK2A,CAMKA|MRD53
816,CAMK2B,CAM2|CAMK2|CAMKB|MRD54
817,CAMK2D,CAMKD
818,CAMK2G,CAMK|CAMK-II|CAMKG
819,CAMLG,CAML|GET2
820,CAMP,CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37
821,CANX,CNX|IP90|P90
822,CAPG,AFCP|HEL-S-66|MCP
823,CAPN1,CANP|CANP1|CANPL1|SPG76|muCANP|muCL
824,CAPN2,CANP2|CANPL2|CANPml|mCANP
825,CAPN3,CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94
826,CAPNS1,CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1
827,CAPN6,CANPX|CAPNX|CalpM|DJ914P14.1
828,CAPS,CAPS1
829,CAPZA1,CAPPA1|CAPZ|CAZ1
830,CAPZA2,CAPPA2|CAPZ
831,CAST,BS-17|PLACK
832,CAPZB,CAPB|CAPPB|CAPZ
833,CARS,CARS1|CYSRS|MGC:11246
834,CASP1,ICE|IL1BC|P45
835,CASP2,CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57
836,CASP3,CPP32|CPP32B|SCA-1
837,CASP4,ICE(rel)II|ICEREL-II|ICH-2|Mih1|Mih1/TX|TX
838,CASP5,ICE(rel)III|ICEREL-III|ICH-3
839,CASP6,MCH2
840,CASP7,CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3
841,CASP8,ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5
842,CASP9,APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56
843,CASP10,ALPS2|FLICE2|MCH4
844,CASQ1,CASQ|PDIB1|VMCQA
845,CASQ2,PDIB2
846,CASR,CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1|hCasR
847,CAT,-
857,CAV1,BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21
858,CAV2,CAV
859,CAV3,LGMD1C|LQT9|VIP-21|VIP21
860,RUNX2,AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA
861,RUNX1,AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha
862,RUNX1T1,AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2
863,CBFA2T3,ETO2|MTG16|MTGR2|RUNX1T3|ZMYND4
864,RUNX3,AML2|CBFA3|PEBP2aC
865,CBFB,PEBP2B
866,SERPINA6,CBG
867,CBL,C-CBL|CBL2|FRA11B|NSLL|RNF55
868,CBLB,Cbl-b|Nbla00127|RNF56
869,CBLN1,-
871,SERPINH1,AsTP3|CBP1|CBP2|HSP47|OI10|PIG14|PPROM|RA-A47|SERPINH2|gp46
873,CBR1,CBR|SDR21C1|hCBR1
874,CBR3,HEL-S-25|SDR21C2|hCBR3
875,CBS,HIP4
881,CCIN,BTBD20|KBTBD14
883,KYAT1,CCBL1|GTK|KAT1|KATI
885,CCK,-
886,CCKAR,CCK-A|CCK1-R|CCK1R|CCKRA
887,CCKBR,CCK-B|CCK2R|GASR
889,KRIT1,CAM|CCM1
890,CCNA2,CCN1|CCNA
891,CCNB1,CCNB
892,CCNC,CycC|SRB11|hSRB11
894,CCND2,KIAK0002|MPPH3
896,CCND3,-
898,CCNE1,CCNE|pCCNE1
899,CCNF,FBX1|FBXO1
900,CCNG1,CCNG
901,CCNG2,-
902,CCNH,CAK|CycH|p34|p37
904,CCNT1,CCNT|CYCT1|HIVE1
905,CCNT2,CYCT2
908,CCT6A,CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20
909,CD1A,CD1|FCB6|HTA1|R4|T6
910,CD1B,CD1|CD1A|R1
911,CD1C,BDCA1|CD1|CD1A|R7
912,CD1D,CD1A|R3|R3G1
913,CD1E,CD1A|R2
914,CD2,LFA-2|SRBC|T11
915,CD3D,CD3-DELTA|IMD19|T3D
916,CD3E,IMD18|T3E|TCRE
917,CD3G,CD3-GAMMA|IMD17|T3G
919,CD247,CD3-ZETA|CD3H|CD3Q|CD3Z|IMD25|T3Z|TCRZ
920,CD4,CD4mut
921,CD5,LEU1|T1
922,CD5L,AIM|API6|CT-2|PRO229|SP-ALPHA|Spalpha|hAIM
923,CD6,TP120
924,CD7,GP40|LEU-9|TP41|Tp40
925,CD8A,CD8|Leu2|MAL|p32
926,CD8B,CD8B1|LEU2|LY3|LYT3|P37
928,CD9,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29
929,CD14,-
930,CD19,B4|CVID3
931,MS4A1,B1|Bp35|CD20|CVID5|LEU-16|MS4A2|S7
932,MS4A3,CD20L|HTM4
933,CD22,SIGLEC-2|SIGLEC2
939,CD27,S152|S152. LPFS2|T14|TNFRSF7|Tp55
940,CD28,Tp44
941,CD80,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7
942,CD86,B7-2|B7.2|B70|CD28LG2|LAB72
943,TNFRSF8,CD30|D1S166E|Ki-1
944,TNFSF8,CD153|CD30L|CD30LG|TNLG3A
945,CD33,SIGLEC-3|SIGLEC3|p67
946,SIGLEC6,CD327|CD33L|CD33L1|CD33L2|CDW327|OBBP1
947,CD34,-
948,CD36,BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3
949,SCARB1,CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1
950,SCARB2,AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII
951,CD37,GP52-40|TSPAN26
952,CD38,ADPRC 1|ADPRC1
953,ENTPD1,ATPDase|CD39|NTPDase-1|SPG64
954,ENTPD2,CD39L1|NTPDase-2
955,ENTPD6,CD39L2|IL-6SAG|IL6ST2|NTPDase-6|dJ738P15.3
956,ENTPD3,CD39L3|HB6|NTPDase-3
957,ENTPD5,CD39L4|NTPDase-5|PCPH
958,CD40,Bp50|CDW40|TNFRSF5|p50
959,CD40LG,CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L
960,CD44,CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1
961,CD47,IAP|MER6|OA3
962,CD48,BCM1|BLAST|BLAST1|MEM-102|SLAMF2|hCD48|mCD48
963,CD53,MOX44|TSPAN25
965,CD58,LFA-3|LFA3|ag3
966,CD59,16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20
967,CD63,LAMP-3|ME491|MLA1|OMA81H|TSPAN30
968,CD68,GP110|LAMP4|SCARD1
969,CD69,AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3
970,CD70,CD27-L|CD27L|CD27LG|TNFSF7|TNLG8A
971,CD72,CD72b|LYB2
972,CD74,DHLAG|HLADG|II|Ia-GAMMA
973,CD79A,IGA|MB-1
974,CD79B,AGM6|B29|IGB
975,CD81,CVID6|S5.7|TAPA1|TSPAN28
976,ADGRE5,CD97|TM7LN1
977,CD151,GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24
978,CDA,CDD
983,CDK1,CDC2|CDC28A|P34CDC2
984,CDK11B,CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1
987,LRBA,BGL|CDC4L|CVID8|LAB300|LBA
988,CDC5L,CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1
989,SEPT7,CDC10|CDC3|NBLA02942|SEPT7A
990,CDC6,CDC18L|HsCDC18|HsCDC6|MGORS5
991,CDC20,CDC20A|bA276H19.3|p55CDC
993,CDC25A,CDC25A2
994,CDC25B,-
995,CDC25C,CDC25|PPP1R60
996,CDC27,ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2
997,CDC34,E2-CDC34|UBC3|UBCH3|UBE2R1
998,CDC42,CDC42Hs|G25K|TKS
999,CDH1,Arc-1|BCDS1|CD324|CDHE|ECAD|LCAM|UVO
1000,CDH2,CD325|CDHN|CDw325|NCAD
1001,CDH3,CDHP|HJMD|PCAD
1002,CDH4,CAD4|R-CAD|RCAD
1003,CDH5,7B4|CD144
1004,CDH6,CAD6|KCAD
1005,CDH7,CDH7L1
1006,CDH8,Nbla04261
1007,CDH9,-
1008,CDH10,-
1009,CDH11,CAD11|CDHOB|OB|OSF-4
1010,CDH12,CDHB
1012,CDH13,CDHH|P105
1013,CDH15,CDH14|CDH3|CDHM|MCAD|MRD3
1014,CDH16,-
1015,CDH17,CDH16|HPT-1|HPT1
1016,CDH18,CDH14|CDH14L|CDH24
1017,CDK2,CDKN2|p33(CDK2)
1018,CDK3,-
1019,CDK4,CMM3|PSK-J3
1020,CDK5,LIS7|PSSALRE
1021,CDK6,MCPH12|PLSTIRE
1022,CDK7,CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15
1024,CDK8,K35
1025,CDK9,C-2k|CDC2L4|CTK1|PITALRE|TAK
1026,CDKN1A,CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1
1027,CDKN1B,CDKN4|KIP1|MEN1B|MEN4|P27KIP1
1028,CDKN1C,BWCR|BWS|KIP2|WBS|p57|p57Kip2
1029,CDKN2A,ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16
1030,CDKN2B,CDK4I|INK4B|MTS2|P15|TP15|p15INK4b
1031,CDKN2C,INK4C|p18|p18-INK4C
1032,CDKN2D,INK4D|p19|p19-INK4D
1033,CDKN3,CDI1|CIP2|KAP|KAP1
1036,CDO1,CDO-I
1038,CDR1,CDR|CDR34|CDR62A
1039,CDR2,CDR62|Yo
1040,CDS1,CDS
1041,CDSN,HTSS|HTSS1|HYPT2|PSS|PSS1|S
1043,CD52,CDW52|EDDM5
1044,CDX1,-
1045,CDX2,CDX-3|CDX2/AS|CDX3
1046,CDX4,-
1047,CLGN,-
1048,CEACAM5,CD66e|CEA
1050,CEBPA,C/EBP-alpha|CEBP
1051,CEBPB,C/EBP-beta|IL6DBP|NF-IL6|TCF5
1052,CEBPD,C/EBP-delta|CELF|CRP3|NF-IL6-beta
1053,CEBPE,C/EBP-epsilon|CRP1
1054,CEBPG,GPE1BP|IG/EBP-1
1056,CEL,BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8
1057,CELP,CELL|cell1|cell2|cell3
1058,CENPA,CENP-A|CenH3
1059,CENPB,-
1060,CENPC,CENP-C|CENPC1|MIF2|hcp-4
1062,CENPE,CENP-E|KIF10|MCPH13|PPP1R61
1063,CENPF,CENF|CILD31|PRO1779|STROMS|hcp-1
1066,CES1,ACAT|CE-1|CEH|CES2|HMSE|HMSE1|PCE-1|REH|SES1|TGH|hCE-1
1068,CETN1,CEN1|CETN
1069,CETN2,CALT|CEN2
1070,CETN3,CDC31|CEN3
1071,CETP,BPIFF|HDLCQ10
1072,CFL1,CFL|HEL-S-15|cofilin
1073,CFL2,NEM7
1075,CTSC,CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS
1080,CFTR,ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1
1081,CGA,CG-ALPHA|FSHA|GPHA1|GPHa|HCG|LHA|TSHA
1082,CGB3,CGB|CGB5|CGB7|CGB8|hCGB
1084,CEACAM3,CD66D|CEA|CGM1|W264|W282
1087,CEACAM7,CGM2
1088,CEACAM8,CD66b|CD67|CGM6|NCA-95
1089,CEACAM4,CGM7|CGM7_HUMAN|NCA
1101,CHAD,SLRR4A
1102,RCBTB2,CHC1L|RLG
1103,CHAT,CHOACTASE|CMS1A|CMS1A2|CMS6
1104,RCC1,CHC1|RCC1-I|SNHG3-RCC1
1105,CHD1,PILBOS
1106,CHD2,EEOC
1107,CHD3,Mi-2a|Mi2-ALPHA|ZFH
1108,CHD4,CHD-4|Mi-2b|Mi2-BETA|SIHIWES
1109,AKR1C4,3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA
1111,CHEK1,CHK1
1112,FOXN3,C14orf116|CHES1|PRO1635
1113,CHGA,CGA
1114,CHGB,SCG1
1116,CHI3L1,ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YKL-40|YKL40|YYL-40|hCGP-39
1117,CHI3L2,CHIL2|YKL-39|YKL39
1118,CHIT1,CHI3|CHIT|CHITD
1119,CHKA,CHK|CK|CKI|EK
1120,CHKB,CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC
1121,CHM,DXS540|GGTA|HSD-32|REP-1|TCD
1122,CHML,REP2
1123,CHN1,ARHGAP2|CHN|DURS2|NC|RHOGAP2
1124,CHN2,ARHGAP3|BCH|CHN2-3|RHOGAP3
1128,CHRM1,HM1|M1|M1R
1129,CHRM2,HM2
1130,LYST,CHS|CHS1
1131,CHRM3,EGBRS|HM3|PBS
1132,CHRM4,HM4|M4R
1133,CHRM5,HM5
1134,CHRNA1,ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS
1135,CHRNA2,-
1136,CHRNA3,LNCR2|NACHRA3|PAOD2
1137,CHRNA4,BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4
1138,CHRNA5,LNCR2
1139,CHRNA7,CHRNA7-2|NACHRA7
1140,CHRNB1,ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS
1141,CHRNB2,EFNL3|nAChRB2
1142,CHRNB3,-
1143,CHRNB4,-
1144,CHRND,ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS
1145,CHRNE,ACHRE|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|SCCMS
1146,CHRNG,ACHRG
1147,CHUK,IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16
1149,CIDEA,CIDE-A
1152,CKB,B-CK|BCK|CKBB|HEL-211|HEL-S-29
1153,CIRBP,CIRP
1154,CISH,BACTS2|CIS|CIS-1|G18|SOCS
1155,TBCB,CG22|CKAP1|CKAPI
1158,CKM,CKMM|M-CK
1159,CKMT1B,CKMT|CKMT1|UMTCK
1160,CKMT2,SMTCK
1161,ERCC8,CKN1|CSA|UVSS2
1163,CKS1B,CKS1|PNAS-16|PNAS-18|ckshs1
1164,CKS2,CKSHS2
1173,AP2M1,AP50|CLAPM1|mu2
1174,AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A
1175,AP2S1,AP17|CLAPS2|FBH3|FBHOk|HHC3
1176,AP3S1,CLAPS3|Sigma3A
1178,CLC,GAL10|Gal-10|LGALS10|LGALS10A|LPPL_HUMAN
1179,CLCA1,CACC|CACC1|CLCRG1|CaCC-1|GOB5|hCLCA1|hCaCC-1
1180,CLCN1,CLC1
1181,CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|LKPAT|clC-2
1182,CLCN3,CLC3|ClC-3
1183,CLCN4,CLC4|ClC-4|ClC-4A|MRX15|MRX49
1184,CLCN5,CLC5|CLCK2|ClC-5|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2
1185,CLCN6,CLC-6
1186,CLCN7,CLC-7|CLC7|OPTA2|OPTB4|PPP1R63
1187,CLCNKA,CLCK1|ClC-K1|hClC-Ka
1188,CLCNKB,CLCKB|ClC-K2|ClC-Kb
1191,CLU,AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2
1192,CLIC1,CL1C1|G6|NCC27
1193,CLIC2,CLIC2b|MRXS32|XAP121
1195,CLK1,CLK|CLK/STY|STY
1196,CLK2,-
1198,CLK3,PHCLK3|PHCLK3/152
1200,TPP1,CLN2|GIG1|LPIC|SCAR7|TPP-1
1201,CLN3,BTN1|BTS|JNCL
1203,CLN5,NCL
1207,CLNS1A,CLCI|CLNS1B|ICln
1208,CLPS,-
1209,CLPTM1,-
1211,CLTA,LCA
1212,CLTB,LCB
1213,CLTC,CHC|CHC17|CLH-17|CLTCL2|Hc
1215,CMA1,CYH|MCT1|chymase
1230,CCR1,CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1
1232,CCR3,CC-CKR-3|CD193|CKR3|CMKBR3
1233,CCR4,CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5
1234,CCR5,CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22
1235,CCR6,BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22
1236,CCR7,BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1
1237,CCR8,CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1
1238,ACKR2,CCBP2|CCR10|CCR9|CMKBR9|D6|hD6
1240,CMKLR1,CHEMERINR|ChemR23|DEZ|RVER1
1241,LTB4R,BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7
1244,ABCC2,ABC30|CMOAT|DJS|MRP2|cMRP
1258,CNGB1,CNCG2|CNCG3L|CNCG4|CNG4|CNGB1B|GAR1|GARP|GARP2|RCNC2|RCNCb|RCNCbeta|RP45
1259,CNGA1,CNCG|CNCG1|CNG-1|CNG1|RCNC1|RCNCa|RCNCalpha|RP49
1261,CNGA3,ACHM2|CCNC1|CCNCa|CCNCalpha|CNCG3|CNG3
1262,CNGA4,CNCA2|CNG-4|CNG4|CNG5|CNGB2|OCNC2|OCNCBETA|OCNCb
1263,PLK3,CNK|FNK|PLK-3|PRK
1264,CNN1,HEL-S-14|SMCC|Sm-Calp
1265,CNN2,-
1266,CNN3,-
1267,CNP,CNP1
1268,CNR1,CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR
1269,CNR2,CB-2|CB2|CX5
1270,CNTF,HCNTF
1271,CNTFR,-
1272,CNTN1,F3|GP135|MYPCN
1277,COL1A1,EDSARTH1|EDSC|OI1|OI2|OI3|OI4
1278,COL1A2,EDSARTH2|EDSCV|OI4
1280,COL2A1,ANFH|AOM|COL11A3|SEDC|STL1
1281,COL3A1,EDS4A|EDSVASC
1282,COL4A1,BSVD|RATOR
1284,COL4A2,ICH|POREN2
1285,COL4A3,-
1286,COL4A4,CA44
1287,COL4A5,ASLN|ATS|CA54
1288,COL4A6,CXDELq22.3|DELXq22.3|DFNX6
1289,COL5A1,EDSC|EDSCL1
1290,COL5A2,EDSC|EDSCL2
1291,COL6A1,BTHLM1|OPLL|UCHMD1
1292,COL6A2,BTHLM1|PP3610|UCMD1
1293,COL6A3,BTHLM1|DYT27|UCMD1
1294,COL7A1,EBD1|EBDCT|EBR1|NDNC8
1295,COL8A1,C3orf7
1296,COL8A2,FECD|FECD1|PPCD|PPCD2
1297,COL9A1,DJ149L1.1.2|EDM6|MED|STL4
1298,COL9A2,DJ39G22.4|EDM2|MED|STL5
1299,COL9A3,DJ885L7.4.1|EDM3|IDD|MED
1300,COL10A1,-
1301,COL11A1,CO11A1|COLL6|STL2
1302,COL11A2,DFNA13|DFNB53|FBCG2|HKE5|OSMEDA|OSMEDB|PARP|STL3
1303,COL12A1,BA209D8.1|BTHLM2|COL12A1L|DJ234P15.1|UCMD2
1305,COL13A1,CMS19|COLXIIIA1
1306,COL15A1,-
1307,COL16A1,447AA|FP1572
1308,COL17A1,BA16H23.2|BP180|BPA-2|BPAG2|ERED|LAD-1
1310,COL19A1,COL9A1L|D6S228E
1311,COMP,EDM1|EPD1|MED|PSACH|THBS5|TSP5
1312,COMT,HEL-S-98n
1314,COPA,AILJK|HEP-COP
1315,COPB1,COPB
1316,KLF6,BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9
1317,SLC31A1,COPT1|CTR1
1318,SLC31A2,COPT2|CTR2|hCTR2
1325,CORT,CST-14|CST-17|CST-29
1326,MAP3K8,AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT
1327,COX4I1,COX IV-1|COX4|COX4-1|COXIV|COXIV-1
1329,COX5B,COXVB
1337,COX6A1,CMTRID|COX6A|COX6AL
1339,COX6A2,COX6AH|COXVIAH
1340,COX6B1,COX6B|COXG|COXVIb1
1345,COX6C,-
1346,COX7A1,COX7A|COX7AH|COX7AM
1347,COX7A2,COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL
1349,COX7B,APLCC|LSDMCA2
1350,COX7C,-
1351,COX8A,COX|COX8|COX8-2|COX8L|VIII|VIII-L
1352,COX10,-
1353,COX11,COX11P
1355,COX15,CEMCOX2
1356,CP,CP-2
1357,CPA1,CPA
1358,CPA2,-
1359,CPA3,MC-CPA
1360,CPB1,CPB|PASP|PCPB
1361,CPB2,CPU|PCPB|TAFI
1362,CPD,GP180
1363,CPE,CPH
1364,CLDN4,CPE-R|CPER|CPETR|CPETR1|WBSCR8|hCPE-R
1365,CLDN3,C7orf1|CPE-R2|CPETR2|HRVP1|RVP1
1366,CLDN7,CEPTRL2|CLDN-7|CPETRL2|Hs.84359|claudin-1
1368,CPM,-
1369,CPN1,CPN|SCPN
1370,CPN2,ACBP
1371,CPOX,CPO|CPX|HCP
1373,CPS1,CPSASE1|PHN
1374,CPT1A,CPT1|CPT1-L|L-CPT1
1375,CPT1B,CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1
1376,CPT2,CPT1|CPTASE|IIAE4
1378,CR1,C3BR|C4BR|CD35|KN
1379,CR1L,-
1380,CR2,C3DR|CD21|CR|CVID7|SLEB9
1381,CRABP1,CRABP|CRABP-I|CRABPI|RBP5
1382,CRABP2,CRABP-II|RBP6
1384,CRAT,CAT|CAT1
1385,CREB1,CREB|CREB-1
1386,ATF2,CRE-BP1|CREB-2|CREB2|HB16|TREB7
1387,CREBBP,CBP|KAT3A|RSTS|RSTS1
1388,ATF6B,CREB-RP|CREBL1|G13
1389,CREBL2,-
1390,CREM,CREM-2|ICER|hCREM-2
1392,CRH,CRF|CRH1
1393,CRHBP,CRF-BP|CRFBP
1394,CRHR1,CRF-R|CRF-R-1|CRF-R1|CRF1|CRFR-1|CRFR1|CRH-R-1|CRH-R1|CRHR|CRHR1L
1395,CRHR2,CRF-RB|CRF2|CRFR2|HM-CRF
1396,CRIP1,CRHP|CRIP|CRP-1|CRP1
1397,CRIP2,CRIP|CRP2|ESP1
1398,CRK,CRKII|p38
1399,CRKL,-
1400,CRMP1,CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3
1401,CRP,PTX1
1404,HAPLN1,CRT1|CRTL1
1406,CRX,CORD2|CRD|LCA7|OTX3
1407,CRY1,DSPD|PHLL1
1408,CRY2,HCRY2|PHLL2
1409,CRYAA,CRYA1|CTRCT9|HSPB4
1410,CRYAB,CMD1II|CRYA2|CTPP2|CTRCT16|HEL-S-101|HSPB5|MFM2
1411,CRYBA1,CRYB1|CTRCT10
1412,CRYBA2,CTRCT42
1413,CRYBA4,CTRCT23|CYRBA4|MCOPCT4
1414,CRYBB1,CATCN3|CTRCT17
1415,CRYBB2,CCA2|CRYB2|CRYB2A|CTRCT3|D22S665
1417,CRYBB3,CATCN2|CRYB3|CTRCT22
1418,CRYGA,CRY-g-A|CRYG1|CRYG5
1419,CRYGB,CRYG2|CTRCT39
1420,CRYGC,CCL|CRYG3|CTRCT2
1421,CRYGD,CACA|CCA3|CCP|CRYG4|CTRCT4|PCC|cry-g-D
1427,CRYGS,CRYG8|CTRCT20
1428,CRYM,DFNA40|THBP
1429,CRYZ,-
1431,CS,-
1432,MAPK14,CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA
1434,CSE1L,CAS|CSE1|XPO2
1435,CSF1,CSF-1|MCSF
1436,CSF1R,C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R
1437,CSF2,CSF|GMCSF
1438,CSF2RA,CD116|CDw116|CSF2R|CSF2RAX|CSF2RAY|CSF2RX|CSF2RY|GM-CSF-R-alpha|GMCSFR|GMR|SMDP4|alphaGMR
1439,CSF2RB,CD131|CDw131|IL3RB|IL5RB|SMDP5|betaGMR
1440,CSF3,C17orf33|CSF3OS|GCSF
1441,CSF3R,CD114|GCSFR|SCN7
1442,CSH1,CS-1|CSA|CSMT|GHB3|PL|hCS-1|hCS-A
1443,CSH2,CS-2|CSB|GHB1|PL|hCS-B
1444,CSHL1,CS-5|CSHP1|CSL|GHB4|hCS-L
1445,CSK,-
1446,CSN1S1,CASA|CSN1
